#Frame0 #Time(ms) 155
Sensor 0
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Sensor 1
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0

#Frame1 #Time(ms) 171
Sensor 0
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Sensor 1
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0

#Frame2 #Time(ms) 198
Sensor 0
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Sensor 1
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0

#Frame3 #Time(ms) 225
Sensor 0
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Sensor 1
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0

#Frame4 #Time(ms) 252
Sensor 0
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Sensor 1
Channel EMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0
Channel ACC,0,0,0,0

#Frame5 #Time(ms) 279
Sensor 0
